ID_IBGE;ID_SNIS;MUNICIP1;MUNICIP2;UF;REGIAO;CENTRX;CENTRY;RENDAPITA;GINI;PIB;IDH;AG001;AG020;AG022;GE012;CONSUMO1;CONSUMO2;REDE;PROPREDE
2203453;220345;DOM INOCNCIO;Dom Inocncio;;2;-41,92254; -8,91796811; 177,19;0,5356;NA;NA;NA;NA;NA;NA;NA;NA;    319;0,124755573
2203503;220350;ELESBO VELOSO;Elesbo Veloso;PI;2;-42,19027; -6,18728873; 269,10;0,4879;2,891460e+04;0,601;    9254;   357,00;   3305;   14512;2,460033e+01; 38,57791200;   3262;0,754394080
2203602;220360;ELISEU MARTINS;Eliseu Martins;PI;2;-43,65847; -7,97117425; 356,48;0,5864;8,051670e+03;0,655;    3561;    80,00;    851;    4665;1,714898e+01; 22,46560000;   1122;0,845516202
2203701;220370;ESPERANTINA;Esperantina;PI;2;-42,18994; -3,82376379; 292,36;0,5168;7,098085e+04;0,591;   21950;   631,00;   6167;   37767;1,670771e+01; 28,74715300;   6924;0,684731013
2203750;220375;FARTURA DO PIAU;Fartura do Piau;PI;2;-42,78396; -9,47571480; 186,85;0,5249;8,063032e+03;0,607;    1304;    39,00;    395;    5074;7,686244e+00; 29,90797500;    352;0,266666667
2203800;220380;FLORES DO PIAU;Flores do Piau;PI;2;-42,86089; -7,67297335; 207,78;0,5751;7,338125e+03;0,590;    1843;    76,00;    726;    4366;1,740724e+01; 41,23711300;    909;0,699230769
2203859;220385;FLORESTA DO PIAU;Floresta do Piau;;2;-41,80657; -7,46320755; 211,54;0,5150;NA;NA;NA;NA;NA;NA;NA;NA;    494;0,665768194
2203909;220390;FLORIANO;Floriano;PI;2;-43,07941; -7,00569284; 528,55;0,5579;1,596704e+05;0,711;   46809;  1868,00;  14522;   57690;3,237996e+01; 39,90685600;  13765;0,853325894
2204006;220400;FRANCINPOLIS;Francinpolis;PI;2;-42,23399; -6,42300871; 200,30;0,5666;8,504490e+03;0,549;    3201;   111,00;   1042;    5235;2,120344e+01; 34,67666400;   1322;0,862924282
2204105;220410;FRANCISCO AYRES;Francisco Ayres;PI;2;-42,72151; -6,66915542; 267,88;0,5211;8,299173e+03;0,586;    2060;    66,00;    759;    4477;1,474202e+01; 32,03883500;   1027;0,776266062
2204154;220415;FRANCISCO MACEDO;Francisco Macedo;PI;2;-40,79494; -7,32821756; 273,24;0,4976;3,760043e+03;0,545;    1159;NA;NA;    2879;NA;NA;    310;0,394402036
2204204;220420;FRANCISCO SANTOS;Francisco Santos;PI;2;-41,14714; -7,01283002; 324,27;0,5136;2,015328e+04;0,607;    3782;   112,00;   1139;    8592;1,303538e+01; 29,61396100;   1241;0,500201532
2204303;220430;FRONTEIRAS;Fronteiras;PI;2;-40,58446; -7,07456502; 360,81;0,5653;9,692381e+04;0,613;    6857;   115,79;   1937;   11117;1,041558e+01; 16,88639300;   2006;0,649190939
2204352;220435;GEMINIANO;Geminiano;;2;-41,33633; -7,18791424; 201,02;0,4668;NA;NA;NA;NA;NA;NA;NA;NA;    829;0,530051151
2204402;220440;GILBUS;Gilbus;PI;2;-45,40767; -9,62189759; 280,62;0,6883;2,285974e+04;0,651;    3372;    12,00;    136;   10402;1,153624e+00;  3,55871900;   1002;0,392787142
2204501;220450;GUADALUPE;Guadalupe;PI;2;-43,70521; -6,84237406; 421,06;0,5059;8,374563e+04;0,681;    9161;   201,00;   2343;   10268;1,957538e+01; 21,94083600;   2471;0,894641564
2204550;220455;GUARIBAS;Guaribas;PI;2;-43,67090; -9,06333428; 160,36;0,5763;5,721656e+03;0,479;    1233;    36,00;    386;    4401;8,179959e+00; 29,19708000;    585;0,545708955
2204600;220460;HUGO NAPOLEO;Hugo Napoleo;PI;2;-42,49812; -6,03566644; 203,10;0,5491;7,641784e+03;0,575;    3034;    87,00;    929;    3771;2,307080e+01; 28,67501600;    872;0,808155700
2204659;220465;ILHA GRANDE;Ilha Grande;PI;2;-41,81596; -2,82928537; 218,40;0,5132;1,415618e+04;0,561;    6556;   156,00;   1823;    8914;1,750056e+01; 23,79499700;   1835;0,834090909
2204709;220470;INHUMA;Inhuma;PI;2;-41,68602; -6,67273838; 257,85;0,5298;3,068167e+04;0,621;    7296;   242,00;   2360;   14845;1,630178e+01; 33,16886000;   3264;0,783485358
2204808;220480;IPIRANGA DO PIAU;Ipiranga do Piau;PI;2;-41,79158; -6,81875646; 255,00;0,4809;1,746829e+04;0,601;    5057;   120,00;   1232;    9327;1,286587e+01; 23,72948400;   2122;0,829554339
2204907;220490;ISAAS COELHO;Isaas Coelho;PI;2;-41,65141; -7,65172630; 396,34;0,7972;1,377178e+04;0,583;    1821;    53,00;    575;    8221;6,446904e+00; 29,10488700;    729;0,331967213
2205003;220500;ITAINPOLIS;Itainpolis;PI;2;-41,48112; -7,40986513; 236,00;0,5033;2,799561e+04;0,585;    2410;    83,00;    959;   11109;7,471420e+00; 34,43983400;   1752;0,516661752
2205102;220510;ITAUEIRA;Itaueira;PI;2;-43,13371; -7,50498826; 320,43;0,5563;2,043675e+04;0,637;    5443;   191,00;   1943;   10678;1,788725e+01; 35,09094200;   1825;0,589089735
2205151;220515;JACOBINA DO PIAU;Jacobina do Piau;PI;2;-41,25525; -7,89344961; 188,86;0,5286;1,096348e+04;0,570;     896;    27,00;    403;    5722;4,718630e+00; 30,13392900;    594;0,372413793
2205201;220520;JAICS;Jaics;PI;2;-41,20645; -7,39102565; 250,11;0,5306;3,153491e+04;0,582;    8079;   261,00;   2637;   18035;1,447186e+01; 32,30597800;   2747;0,543100040
2205250;220525;JARDIM DO MULATO;Jardim do Mulato;PI;2;-42,52688; -6,14586683; 215,72;0,5150;7,267209e+03;0,580;    1113;    39,00;    357;    4309;9,050824e+00; 35,04043100;   1061;0,859805511
2205276;220527;JATOB DO PIAU;Jatob do Piau;;2;-41,91861; -4,84131351; 206,38;0,4702;NA;NA;NA;NA;NA;NA;NA;NA;    659;0,507313318
2205300;220530;JERUMENHA;Jerumenha;PI;2;-43,50160; -7,11481142; 264,47;0,4991;9,144198e+03;0,653;    2385;    36,00;    620;    4390;8,200456e+00; 15,09434000;    943;0,764801298
2205359;220535;JOO COSTA;Joo Costa;;2;-42,48167; -8,54168310; 188,79;0,4910;NA;NA;NA;NA;NA;NA;NA;NA;    201;0,246625767
2205409;220540;JOAQUIM PIRES;Joaquim Pires;PI;2;-42,08238; -3,54012651; 156,13;0,6058;2,049471e+04;0,526;    3966;   130,00;   1283;   13817;9,408699e+00; 32,77861800;   2314;0,678194607
2205458;220545;JOCA MARQUES;Joca Marques;;2;-42,42633; -3,54612273; 179,20;0,5761;NA;NA;NA;NA;NA;NA;NA;NA;    665;0,525276461
2205508;220550;JOS DE FREITAS;Jos de Freitas;PI;2;-42,52495; -4,71392558; 292,32;0,5449;8,261880e+04;0,615;   18704;   494,00;   4522;   37085;1,332075e+01; 26,41146300;   5407;0,586315333
2205516;220551;JUAZEIRO DO PIAU;Juazeiro do Piau;PI;2;-41,59392; -4,97993921; 206,10;0,5109;8,245289e+03;0,539;    1314;    38,00;    348;    4757;7,988228e+00; 28,91933000;    804;0,654723127
2205524;220552;JLIO BORGES;Jlio Borges;PI;2;-44,17389;-10,42046391; 177,28;0,5331;8,140213e+03;0,593;    1384;     6,00;     78;    5373;1,116695e+00;  4,33526000;    504;0,370860927
2205532;220553;JUREMA;Jurema;PI;2;-43,16564; -9,01446788; 182,04;0,5592;7,205466e+03;0,543;    1791;    50,00;    328;    4517;1,106929e+01; 27,91736500;    698;0,553968254
2205540;220554;LAGOINHA DO PIAU;Lagoinha do Piau;;2;-42,62739; -5,82019118; 254,76;0,5530;NA;NA;NA;NA;NA;NA;NA;NA;    756;0,975483871
2205557;220555;LAGOA ALEGRE;Lagoa Alegre;PI;2;-42,56489; -4,48974380; 227,89;0,5348;1,210379e+04;0,582;    2602;    59,00;    639;    8008;7,367632e+00; 22,67486500;    761;0,388661900
2205565;220556;LAGOA DO BARRO DO PIAU;Lagoa do Barro do Piau;;2;-41,60541; -8,57104884; 149,09;0,5974;NA;NA;NA;NA;NA;NA;NA;NA;    273;0,234737747
2205573;220557;LAGOA DE SO FRANCISCO;Lagoa de So Francisco;;2;-41,58153; -4,36409004; 173,87;0,5271;NA;NA;NA;NA;NA;NA;NA;NA;    667;0,401565322
2205581;220558;LAGOA DO PIAU;Lagoa do Piau;;2;-42,60803; -5,46114460; 242,12;0,4685;NA;NA;NA;NA;NA;NA;NA;NA;    491;0,462335217
2205599;220559;LAGOA DO STIO;Lagoa do Stio;;2;-41,48647; -6,49003938; 182,73;0,5550;NA;NA;NA;NA;NA;NA;NA;NA;   1137;0,778234086
2205607;220560;LANDRI SALES;Landri Sales;PI;2;-43,92785; -7,29575885; 250,36;0,5727;1,023130e+04;0,638;    3681;    81,00;   1020;    5281;1,533800e+01; 22,00489000;   1340;0,850793651
2205706;220570;LUS CORREIA;Lus Correia;PI;2;-41,48182; -3,08259138; 223,78;0,5942;4,937735e+04;0,573;   12006;   302,00;   3470;   28406;1,063156e+01; 25,15409000;   2728;0,386402266
2205805;220580;LUZILNDIA;Luzilndia;PI;2;-42,36456; -3,60743196; 242,91;0,5146;3,921268e+04;0,564;   12574;   313,00;   3260;   24721;1,266130e+01; 24,89263600;   4134;0,635902169
2205854;220585;MADEIRO;Madeiro;;2;-42,52950; -3,56619093; 148,18;0,5404;NA;NA;NA;NA;NA;NA;NA;NA;   1314;0,719211823
2205904;220590;MANOEL EMDIO;Manoel Emdio;PI;2;-44,00784; -8,20631945; 218,40;0,5585;1,025800e+04;0,611;    2715;    38,00;    475;    5213;7,289469e+00; 13,99631700;   1065;0,766738661
2205953;220595;MARCOLNDIA;Marcolndia;;2;-40,73885; -7,42910036; 291,07;0,4891;NA;NA;NA;NA;NA;NA;NA;NA;      4;0,001815706
2206001;220600;MARCOS PARENTE;Marcos Parente;PI;2;-43,89455; -7,07633194; 289,01;0,4947;8,103423e+03;0,626;    3589;    57,00;    732;    4456;1,279174e+01; 15,88186100;   1109;0,881558029
2206050;220605;MASSAP DO PIAU;Massap do Piau;;2;-41,09416; -7,53534209; 195,27;0,5133;NA;NA;NA;NA;NA;NA;NA;NA;     70;0,042761148
2206100;220610;MATIAS OLMPIO;Matias Olmpio;PI;2;-42,58431; -3,70744893; 204,10;0,5204;1,523274e+04;0,544;    4185;   105,00;   1123;   10473;1,002578e+01; 25,08960600;   1651;0,613754647
2206209;220620;MIGUEL ALVES;Miguel Alves;PI;2;-42,77384; -4,24033401; 216,87;0,6000;4,824624e+04;0,540;    8556;   129,00;   1799;   32289;3,995169e+00; 15,07713900;   2819;0,366246590
2206308;220630;MIGUEL LEO;Miguel Leo;PI;2;-42,70122; -5,70099494; 294,58;0,5227;4,894598e+03;0,628;     803;    20,00;    166;    1253;1,596169e+01; 24,90660000;    224;0,680851064
2206357;220635;MILTON BRANDO;Milton Brando;PI;2;-41,51233; -4,70144399; 153,64;0,5526;1,170980e+04;0,494;    4691;NA;NA;    6769;NA;NA;    961;0,561331776
2206407;220640;MONSENHOR GIL;Monsenhor Gil;PI;2;-42,60714; -5,60826436; 269,62;0,5015;1,894564e+04;0,622;    4967;   159,00;   1685;   10333;1,538759e+01; 32,01127400;   2297;0,804835319
2206506;220650;MONSENHOR HIPLITO;Monsenhor Hiplito;PI;2;-41,03802; -6,91846830; 312,83;0,5364;1,613912e+04;0,602;    3171;    91,00;   1055;    7391;1,231227e+01; 28,69757200;   1252;0,585046729
2206605;220660;MONTE ALEGRE DO PIAU;Monte Alegre do Piau;PI;2;-45,03037; -9,60424550; 215,43;0,5734;1,835043e+04;0,585;    2819;    52,00;    538;   10345;5,026583e+00; 18,44625800;   1599;0,658295595
2206654;220665;MORRO CABEA NO TEMPO;Morro Cabea no Tempo;;2;-43,91548; -9,80397677; 144,47;0,5957;NA;NA;NA;NA;NA;NA;NA;NA;    447;0,455193483
2206670;220667;MORRO DO CHAPU DO PIAU;Morro do Chapu do Piau;PI;2;-42,26348; -3,70565329; 223,79;0,5304;1,187723e+04;0,519;    5020;NA;NA;    6499;NA;NA;   1168;0,697313433
2206696;220669;MURICI DOS PORTELAS;Murici dos Portelas;PI;2;-42,01329; -3,35610028; 167,87;0,5971;1,118382e+04;0,494;    1434;    13,00;    150;    8464;1,535917e+00;  9,06555100;    748;0,361702128
2206704;220670;NAZAR DO PIAU;Nazar do Piau;PI;2;-42,74561; -7,05225649; 215,00;0,5668;1,395292e+04;0,575;    3029;    98,00;    899;    7321;1,338615e+01; 32,35391200;   1154;0,550047664
2206720;220672;NAZRIA;Nazria;PI;2;-42,86846; -5,44546134; 236,13;0,5066;0,000000e+00;0,000;    1461;    37,00;    452;    8068;4,586019e+00; 25,32512000;   1249;0,569279854
2206753;220675;NOSSA SENHORA DE NAZAR;Nossa Senhora de Nazar;;2;-42,18888; -4,64350227; 253,12;0,5088;NA;NA;NA;NA;NA;NA;NA;NA;    529;0,429731925
2206803;220680;NOSSA SENHORA DOS REMDIOS;Nossa Senhora dos Remdios;PI;2;-42,60639; -4,02635310; 180,20;0,4854;1,210800e+04;0,523;    1923;    40,00;    483;    8206;4,874482e+00; 20,80083200;   1001;0,484980620
2206902;220690;NOVO ORIENTE DO PIAU;Novo Oriente do Piau;PI;2;-41,97697; -6,50099130; 237,60;0,5197;1,109784e+04;0,603;    2813;   127,00;   1125;    6498;1,954447e+01; 45,14752900;   1382;0,714211886
2206951;220695;NOVO SANTO ANTNIO;Novo Santo Antnio;;2;-41,91510; -5,27717840; 223,58;0,5628;NA;NA;NA;NA;NA;NA;NA;NA;    450;0,492880613
2207009;220700;OEIRAS;Oeiras;PI;2;-42,16504; -6,96667346; 372,24;0,5873;6,600006e+04;0,625;   17942;   591,00;   5368;   35640;1,658249e+01; 32,93947200;   6974;0,669225602
2207108;220710;OLHO D'GUA DO PIAU;Olho D'gua do Piau;;2;-42,55285; -5,83812927; 224,04;0,5660;NA;NA;NA;NA;NA;NA;NA;NA;    667;0,882275132
2207207;220720;PADRE MARCOS;Padre Marcos;PI;2;-40,88402; -7,37608736; 214,25;0,5302;1,214970e+04;0,539;    2218;   104,00;   1305;    6657;1,562265e+01; 46,88908900;   1087;0,541604385
2207306;220730;PAES LANDIM;Paes Landim;PI;2;-42,28519; -7,81274397; 218,53;0,5084;1,317411e+04;0,603;    2100;    43,00;    456;    4059;1,059374e+01; 20,47619000;    613;0,568118628
2207355;220735;PAJE DO PIAU;Paje do Piau;;2;-42,82459; -7,91657358; 260,84;0,5998;NA;NA;NA;NA;NA;NA;NA;NA;    589;0,572400389
2207405;220740;PALMEIRA DO PIAU;Palmeira do Piau;PI;2;-44,46462; -8,55673767; 277,18;0,5967;1,404850e+04;0,616;    1439;    10,00;    207;    4993;2,002804e+00;  6,94927000;    826;0,630534351
2207504;220750;PALMEIRAIS;Palmeirais;PI;2;-42,95625; -5,88273431; 192,46;0,5880;2,380916e+04;0,587;    7921;   202,00;   2598;   13745;1,469625e+01; 25,50183100;   2746;0,729155603
2207553;220755;PAQUET;Paquet;PI;2;-41,68439; -7,13828344; 193,03;0,4997;8,726915e+03;0,529;     537;    12,00;    152;    4147;2,893658e+00; 22,34636900;    714;0,611301370
2207603;220760;PARNAGU;Parnagu;PI;2;-44,56845;-10,31569090; 208,61;0,5663;1,511745e+04;0,592;    4018;     1,00;    372;   10276;9,731410e-02;  0,24888000;    959;0,388573744
2207702;220770;PARNABA;Parnaba;PI;2;-41,75348; -2,96007774; 472,53;0,5772;3,750595e+05;0,674;  131756;  3592,00;  34702;  145705;2,465255e+01; 27,26251600;  34434;0,891864591
2207751;220775;PASSAGEM FRANCA DO PIAU;Passagem Franca do Piau;PI;2;-42,39916; -5,84473470; 323,32;0,5393;7,812737e+03;0,564;    2238;    68,00;    582;    4546;1,495821e+01; 30,38427200;    564;0,507194245
2207777;220777;PATOS DO PIAU;Patos do Piau;PI;2;-41,29212; -7,66475791; 213,78;0,5080;1,279540e+04;0,579;    1641;    40,00;    516;    6105;6,552007e+00; 24,37538100;   1083;0,593099671
2207793;220779;PAU D'ARCO DO PIAU;Pau D'Arco do Piau;;2;-42,47101; -5,24547354; 162,12;0,6093;NA;NA;NA;NA;NA;NA;NA;NA;    242;0,234723569
2207801;220780;PAULISTANA;Paulistana;PI;2;-41,14189; -8,10731568; 323,52;0,6083;3,332969e+04;0,605;    9422;   191,98;   3114;   19785;9,703311e+00; 20,37571600;   3149;0,569233550
2207850;220785;PAVUSSU;Pavussu;PI;2;-43,33723; -7,92530037; 193,22;0,5278;7,246463e+03;0,555;    1691;    51,00;    576;    3663;1,392301e+01; 30,15966900;    540;0,510396975
2207900;220790;PEDRO II;Pedro II;PI;2;-41,39962; -4,49028106; 263,45;0,5885;6,342255e+04;0,605;   21241;   563,00;   5979;   37496;1,501493e+01; 26,50534300;   6545;0,669291339
2207934;220793;PEDRO LAURENTINO;Pedro Laurentino;;2;-42,26538; -8,07312268; 152,41;0,5615;NA;NA;NA;NA;NA;NA;NA;NA;    556;0,848854962
2207959;220795;NOVA SANTA RITA;Nova Santa Rita;PI;2;-42,02370; -8,11947941; 198,86;0,6312;7,406467e+03;0,540;     686;    27,00;    227;    4187;6,448531e+00; 39,35860100;    495;0,435739437
2208007;220800;PICOS;Picos;PI;2;-41,52344; -7,06414934; 557,20;0,5630;2,560980e+05;0,703;   55512;  2147,00;  17499;   73414;2,924510e+01; 38,67632200;  18316;0,865145718
2208106;220810;PIMENTEIRAS;Pimenteiras;PI;2;-41,16641; -6,34473706; 244,87;0,5735;2,423175e+04;0,574;    4613;   157,00;   1391;   11733;1,338106e+01; 34,03425100;   1963;0,616520101
2208205;220820;PIO IX;Pio IX;PI;2;-40,71808; -6,79016463; 223,32;0,5749;4,056316e+04;0,572;    4943;   154,00;   1791;   17671;8,714844e+00; 31,15516900;   1712;0,349245206
2208304;220830;PIRACURUCA;Piracuruca;PI;2;-41,61413; -3,85231354; 279,67;0,5428;5,161311e+04;0,609;   17301;   583,00;   5679;   27553;2,115922e+01; 33,69747400;   5298;0,685559006
2208403;220840;PIRIPIRI;Piripiri;PI;2;-41,77152; -4,33113300; 370,60;0,5633;1,252510e+05;0,641;   43718;  1525,00;  12558;   61834;2,466281e+01; 34,88265700;  13249;0,779811654
2208502;220850;PORTO;Porto;PI;2;-42,70792; -3,95015619; 226,00;0,5672;1,750419e+04;0,528;    6198;   161,00;   1505;   11897;1,353282e+01; 25,97612100;   1696;0,609633357
2208551;220855;PORTO ALEGRE DO PIAU;Porto Alegre do Piau;;2;-44,05738; -6,95637118; 224,73;0,4867;NA;NA;NA;NA;NA;NA;NA;NA;    522;0,777943368
2208601;220860;PRATA DO PIAU;Prata do Piau;PI;2;-42,16600; -5,72350512; 199,10;0,5616;5,424287e+03;0,611;    2418;    70,00;    690;    3085;2,269044e+01; 28,94954500;    679;0,765501691
2208650;220865;QUEIMADA NOVA;Queimada Nova;;2;-41,35855; -8,51658654; 168,62;0,5265;NA;NA;NA;NA;NA;NA;NA;NA;    106;0,048379735
2208700;220870;REDENO DO GURGUIA;Redeno do Gurguia;PI;2;-44,45471; -9,52427505; 249,56;0,5794;1,396303e+04;0,583;    5100;    44,00;    751;    8400;5,238095e+00;  8,62745100;   1657;0,809082031
2208809;220880;REGENERAO;Regenerao;PI;2;-42,49041; -6,35249518; 289,66;0,5611;3,105147e+04;0,611;   10082;   239,00;   2724;   17556;1,361358e+01; 23,70561400;   2858;0,579128673
2208858;220885;RIACHO FRIO;Riacho Frio;PI;2;-44,81269; -9,93021068; 155,22;0,6059;8,558912e+03;0,608;    2068;    21,00;    243;    4241;4,951662e+00; 10,15473900;    586;0,522747547
2208874;220887;RIBEIRA DO PIAU;Ribeira do Piau;;2;-42,61272; -7,92721977; 184,29;0,5826;NA;NA;NA;NA;NA;NA;NA;NA;    881;0,725700165
2208908;220890;RIBEIRO GONALVES;Ribeiro Gonalves;PI;2;-45,34486; -7,97357264; 258,48;0,5975;3,126029e+04;0,647;    3400;    70,00;    797;    6845;1,022644e+01; 20,58823500;   1068;0,650426309
2209005;220900;RIO GRANDE DO PIAU;Rio Grande do Piau;PI;2;-43,15220; -7,77105301; 245,28;0,5471;1,257975e+04;0,643;    3931;   117,00;   1164;    6273;1,865136e+01; 29,76341900;   1178;0,632993015
2209104;220910;SANTA CRUZ DO PIAU;Santa Cruz do Piau;PI;2;-41,76771; -7,24057948; 277,27;0,4923;1,099664e+04;0,620;    3907;   121,00;   1140;    6027;2,007632e+01; 30,97005400;   1204;0,716666667
2209153;220915;SANTA CRUZ DOS MILAGRES;Santa Cruz dos Milagres;;2;-41,86888; -5,90782669; 207,52;0,4455;NA;NA;NA;NA;NA;NA;NA;NA;    714;0,680648236
2209203;220920;SANTA FILOMENA;Santa Filomena;PI;2;-45,67534; -8,99082887; 213,15;0,5929;1,687972e+04;0,618;    1656;    14,00;    183;    6096;2,296588e+00;  8,45410600;    629;0,411379987
2209302;220930;SANTA LUZ;Santa Luz;PI;2;-44,10565; -9,04513281; 227,66;0,5163;8,054758e+03;0,641;    3048;    45,00;    697;    5513;8,162525e+00; 14,76378000;    947;0,647742818
2209351;220935;SANTANA DO PIAU;Santana do Piau;;2;-41,50810; -6,93610262; 227,80;0,4685;NA;NA;NA;NA;NA;NA;NA;NA;   1354;0,954866008
2209377;220937;SANTA ROSA DO PIAU;Santa Rosa do Piau;PI;2;-42,22749; -6,80963874; 226,94;0,5264;8,562727e+03;0,584;    3534;   114,00;   1178;    5149;2,214022e+01; 32,25806500;   1129;0,729328165
2209401;220940;SANTO ANTNIO DE LISBOA;Santo Antnio de Lisboa;PI;2;-41,22366; -7,07639801; 328,86;0,4672;1,555565e+04;0,619;    3739;   123,00;   1116;    6007;2,047611e+01; 32,89649600;   1467;0,826013514
2209450;220945;SANTO ANTNIO DOS MILAGRES;Santo Antnio dos Milagres;PI;2;-42,70250; -6,04991747; 206,48;0,4950;3,004900e+03;0,565;     762;    24,00;    224;    2059;1,165614e+01; 31,49606300;    193;0,363465160
2209500;220950;SANTO INCIO DO PIAU;Santo Incio do Piau;PI;2;-42,01509; -7,45843063; 229,33;0,5284;7,017112e+03;0,628;    2022;    32,00;    711;    3648;8,771930e+00; 15,82591500;    975;0,865896980
2209559;220955;SO BRAZ DO PIAU;So Braz do Piau;PI;2;-43,00784; -8,96291550; 220,96;0,5261;9,339580e+03;0,593;     540;     9,00;    152;    4313;2,086715e+00; 16,66666700;     76;0,061788618
2209609;220960;SO FLIX DO PIAU;So Flix do Piau;PI;2;-42,11082; -5,93288238; 308,71;0,5242;7,678374e+03;0,624;    2013;    83,00;    809;    3069;2,704464e+01; 41,23199200;    667;0,698429319
2209658;220965;SO FRANCISCO DE ASSIS DO;So Francisco de Assis do;PI;2;-41,58315; -8,18963385; 140,49;0,6039;7,880291e+03;0,520;    1280;    25,00;    511;    5567;4,490749e+00; 19,53125000;    332;0,222520107
2209708;220970;SO FRANCISCO DO PIAU;So Francisco do Piau;PI;2;-42,50095; -7,19873899; 256,58;0,5423;1,076089e+04;0,559;    1523;    66,00;    609;    6298;1,047952e+01; 43,33552200;    946;0,522363335
2209757;220975;SO GONALO DO GURGUIA;So Gonalo do Gurguia;;2;-45,32160;-10,08824086; 250,11;0,6471;NA;NA;NA;NA;NA;NA;NA;NA;    424;0,588072122
2209807;220980;SO GONALO DO PIAU;So Gonalo do Piau;PI;2;-42,65203; -6,00283737; 217,78;0,5657;8,489782e+03;0,643;    3239;    98,00;   1119;    4754;2,061422e+01; 30,25625200;   1265;0,944734877
2209856;220985;SO JOO DA CANABRAVA;So Joo da Canabrava;PI;2;-41,39162; -6,69181602; 227,30;0,5248;7,765928e+03;0,567;    1770;    52,00;    613;    4445;1,169854e+01; 29,37853100;   1160;0,843023256
2209872;220987;SO JOO DA FRONTEIRA;So Joo da Fronteira;;2;-41,28332; -4,01140271; 193,55;0,5467;NA;NA;NA;NA;NA;NA;NA;NA;    888;0,587690271
2209906;220990;SO JOO DA SERRA;So Joo da Serra;PI;2;-41,87689; -5,54218517; 231,88;0,5746;1,148329e+04;0,549;    2767;    66,00;    809;    6157;1,071951e+01; 23,85254800;    987;0,552941176
2209955;220995;SO JOO DA VARJOTA;So Joo da Varjota;;2;-41,88241; -6,95659950; 224,07;0,5690;NA;NA;NA;NA;NA;NA;NA;NA;    456;0,361045131
2209971;220997;SO JOO DO ARRAIAL;So Joo do Arraial;;2;-42,44957; -3,81897617; 167,75;0,5484;NA;NA;NA;NA;NA;NA;NA;NA;   1676;0,871101871
2210003;221000;SO JOO DO PIAU;So Joo do Piau;PI;2;-42,25735; -8,32042707; 364,59;0,5778;3,559898e+04;0,650;   12501;   407,00;   3947;   19548;2,082054e+01; 32,55739500;   4173;0,778399552
2210052;221005;SO JOS DO DIVINO;So Jos do Divino;PI;2;-41,86097; -3,77456534; 213,51;0,4924;1,066398e+04;0,544;    2529;    76,00;    742;    5148;1,476302e+01; 30,05140400;   1001;0,722222222
2210102;221010;SO JOS DO PEIXE;So Jos do Peixe;PI;2;-42,58232; -7,48242768; 234,55;0,5732;6,656164e+03;0,609;    1685;    64,00;    610;    3700;1,729730e+01; 37,98219600;    797;0,750470810
2210201;221020;SO JOS DO PIAU;So Jos do Piau;PI;2;-41,49271; -6,81338423; 274,72;0,4312;1,405620e+04;0,559;    1778;    59,00;    678;    6591;8,951601e+00; 33,18335200;   1701;0,881347150
2210300;221030;SO JULIO;So Julio;PI;2;-40,83151; -7,07533622; 315,78;0,5226;1,067287e+04;0,578;    3074;     7,59;   1140;    5675;1,337445e+00;  2,46909600;   1191;0,686455331
2210359;221035;SO LOURENO DO PIAU;So Loureno do Piau;PI;2;-42,53529; -9,17169943; 260,25;0,4690;7,794558e+03;0,621;    1076;    33,00;    414;    4427;7,454258e+00; 30,66914500;    334;0,257517348
2210375;221037;SO LUIS DO PIAU;So Luis do Piau;PI;2;-41,26316; -6,76516191; 201,34;0,5056;4,247872e+03;0,544;     801;    23,00;    234;    2561;8,980867e+00; 28,71410700;    708;0,952893674
2210383;221038;SO MIGUEL DA BAIXA GRANDE;So Miguel da Baixa Grande;;2;-42,27077; -5,81791392; 240,69;0,5410;NA;NA;NA;NA;NA;NA;NA;NA;    434;0,697749196
2210391;221039;SO MIGUEL DO FIDALGO;So Miguel do Fidalgo;;2;-42,33267; -7,59675160; 182,28;0,5579;NA;NA;NA;NA;NA;NA;NA;NA;    530;0,648714810
2210409;221040;SO MIGUEL DO TAPUIO;So Miguel do Tapuio;PI;2;-41,43863; -5,73166376; 183,26;0,5788;3,112646e+04;0,540;    5885;   162,00;   1637;   18134;8,933495e+00; 27,52761300;   3285;0,659771038
2210508;221050;SO PEDRO DO PIAU;So Pedro do Piau;PI;2;-42,78660; -5,81818901; 245,40;0,5684;2,737806e+04;0,634;    8892;   286,00;   2466;   13639;2,096928e+01; 32,16374300;   2547;0,677573823
2210607;221060;SO RAIMUNDO NONATO;So Raimundo Nonato;PI;2;-42,71560; -8,96562308; 396,44;0,5504;6,526459e+04;0,681;   19907;   514,52;   5979;   32327;1,591611e+01; 25,84618500;   6172;0,664584904
2210623;221062;SEBASTIO BARROS;Sebastio Barros;;2;-44,83336;-10,65434173; 188,82;0,5958;NA;NA;NA;NA;NA;NA;NA;NA;    300;0,337457818
2210631;221063;SEBASTIO LEAL;Sebastio Leal;PI;2;-44,09266; -7,74480960; 190,54;0,5964;1,270631e+04;0,607;    1519;    28,00;    346;    4116;6,802721e+00; 18,43318000;    755;0,667550840
2210656;221065;SIGEFREDO PACHECO;Sigefredo Pacheco;;2;-41,81316; -4,98012634; 194,70;0,5078;NA;NA;NA;NA;NA;NA;NA;NA;   1699;0,616920842
