ID_IBGE;UF;REGIAO;DOMICIL;REDE
3204351;ES;3;   5461;   2104
2904407;BA;2;   3136;   1095
1400472;RR;1;   5935;   2035
3108800;MG;3;   1427;    502
4215208;SC;4;   1810;    952
5219209;GO;5;   1108;    466
2708204;AL;2;   1823;   1634
2614402;PE;2;   1545;    536
4115457;PR;4;   1434;    495
2208205;PI;2;   4902;   1712
1200328;AC;1;   1303;    470
1501808;PA;1;  17500;   6167
4302253;NA;4;    915;    678
4323200;RS;4;   1041;    938
4323705;RS;4;    947;    709
4219150;SC;4;    922;    327
3116902;MG;3;   1002;    426
4319000;RS;4;   6701;   5507
4211801;SC;4;   2346;   1876
3144672;MG;3;   1174;    407
3300936;RJ;3;   4151;   1721
4118501;PR;4;  23410;  21760
1200385;AC;1;   4742;   1636
3500105;SP;3;  11328;  10785
2927309;BA;2;   3833;   3613
2927408;BA;2; 858887; 849341
4212056;SC;4;    766;    281
3551702;SP;3;  33056;  32537
1301951;AM;1;   1570;    574
1303908;AM;1;   5331;   2000
2509909;PB;2;   2849;   1024
2407708;RN;2;   3095;   2832
2101731;NA;2;   1265;    503
4321204;RS;4;  18505;  10875
2918506;BA;2;   4182;   3792
3170107;MG;3;  96799;  92910
3135357;MG;3;   2308;   2123
4315172;NA;4;    627;    488
2300606;CE;2;   2089;   1898
2100477;MA;2;   7272;   5969
2101772;NA;2;   2978;   2610
4214409;SC;4;   1908;    938
1302553;AM;1;   4870;   1712
2924900;BA;2;   2529;    885
3525300;SP;3;  40945;  40010
4304903;RS;4;   2813;   2520
4305603;RS;4;   1245;   1025
3165800;NA;3;    629;    237
2106631;MA;2;   2529;    980
1301100;NA;1;   7381;   2688
4311809;RS;4;  12177;  10134
3151800;MG;3;  50482;  49037
3504008;SP;3;  31111;  30088
4313102;RS;4;   1902;   1246
3534401;SP;3; 201894; 200109
3524105;SP;3;  12603;  12232
4204459;SC;4;    738;    283
3529005;SP;3;  68716;  66864
2205524;PI;2;   1359;    504
2705002;AL;2;   6260;   2309
4206652;SC;4;   1422;    658
4312674;RS;4;    618;    576
2802601;SE;2;   1690;   1540
2209450;PI;2;    531;    193
4204905;SC;4;   2650;   1440
2924108;BA;2;   1877;    677
4219358;SC;4;   1485;    585
2700508;NA;2;   3485;   3146
2107357;NA;2;   4525;   1633
2919157;BA;2;   7277;   6597
3125903;MG;3;   3354;   1202
1703800;TO;1;   2282;   2128
4211256;NA;4;    890;    459
4210852;SC;4;    791;    307
2210979;NA;2;    800;    728
4313656;RS;4;   3893;   1847
2209955;NA;2;   1263;    456
2106672;NA;2;   1799;    695
1718840;TO;1;   1123;    403
1508126;NA;1;   8566;   3407
4315453;RS;4;    721;    504
2801504;SE;2;   3742;   3693
3519709;SP;3;  21428;   9117
2100303;MA;2;   5786;   2180
2807303;SE;2;    837;    766
4202503;SC;4;   1317;    595
5108808;MT;5;   1505;    587
2931608;BA;2;   3621;   1312
4219309;SC;4;  15357;  13778
4304614;NA;4;    600;    316
3302502;RJ;3;  70394;  28239
2202752;PI;2;   1693;   1583
2904852;BA;2;   4316;   1585
3122355;MG;3;   1647;   1581
2205151;PI;2;   1595;    594
2608255;PE;2;   2989;   1086
1504208;PA;1;  60457;  23401
1302702;NA;1;   9538;   3396
2408102;RN;2; 235522; 231620
2409803;RN;2;   3816;   3488
1507607;NA;1;  12641;   4508
3115508;MG;3;   7023;   6809
2708709;NA;2;   1954;   1754
2206209;PI;2;   7697;   2819
2602803;PE;2;  13121;   4974
3511102;SP;3;  37296;  36299
4204509;SC;4;   4280;   2873
2112506;MA;2;  11335;   4118
2203271;PI;2;   1177;    442
4128633;NA;4;   1685;    604
4314035;RS;4;   1177;    636
5100805;NA;5;   2464;    951
2105153;NA;2;   3017;   2652
4211850;SC;4;    693;    292
4304606;RS;4; 103914; 100571
2913457;BA;2;   3554;   1280
2507507;PB;2; 213256; 205564
1710904;TO;1;   1057;    380
1507508;NA;1;   3256;   1198
4318705;RS;4;  71208;  69376
4110508;PR;4;   4147;   1692
3515509;SP;3;  21831;  20882
2110906;MA;2;   3287;   1245
2501302;PB;2;   5421;   1994
2414159;RN;2;   1541;   1403
2513968;NA;2;    825;    299
2414902;RN;2;    481;    434
2701506;AL;2;   2366;   1999
4218608;SC;4;   2121;   1365
2903607;BA;2;   4120;   3586
2408607;RN;2;   1122;    984
5103106;MT;5;   1702;    668
1506401;PA;1;   1501;   1229
4206207;SC;4;   3558;   1777
2105005;MA;2;   5638;   2311
2202653;NA;2;   1267;    484
2309102;CE;2;   2928;   1071
3132008;MG;3;   1280;    463
2110401;MA;2;   3919;   1551
2803104;SE;2;   1566;   1442
2112803;NA;2;  12313;   4464
1718907;TO;1;   1339;    485
2307650;CE;2;  57890;  56135
2309706;CE;2;  18713;  17885
1301803;NA;1;   3721;   1458
2608602;PE;2;   3400;   2995
4312955;RS;4;    667;    644
2804706;SE;2;   1769;   1609
3142254;MG;3;   1177;   1048
2802700;SE;2;   2193;   1865
2300754;CE;2;   9787;   3735
2202505;PI;2;   2687;    998
3306305;RJ;3;  84307;  83354
2204006;PI;2;   1532;   1322
2801603;SE;2;   1691;   1630
2919108;BA;2;   2452;    940
3534302;SP;3;  11975;  11683
5208152;GO;5;   1059;    451
3545159;SP;3;   2165;   1819
5106224;MT;5;   9429;   7835
3529302;SP;3;  23708;  23133
2207108;NA;2;    756;    667
3505302;SP;3;  11175;  11044
2401909;RN;2;    892;    798
2932408;BA;2;   4199;   3872
4114351;PR;4;    964;    362
2413557;RN;2;   1372;   1236
2514404;PB;2;   1298;    481
5205109;GO;5;  27922;  25939
2924405;NA;2;   8204;   3122
4314050;RS;4;  16807;   7391
4319711;RS;4;    740;    555
2806503;SE;2;   1036;    896
2410108;RN;2;   3359;   3046
2804805;SE;2;  45322;  43878
2708501;NA;2;   7728;   2856
2802205;SE;2;   1488;   1319
4317509;RS;4;  25734;  24573
4300471;NA;4;    728;    382
2100873;MA;2;   3048;   1205
2930907;BA;2;   3098;   2695
4307708;RS;4;  26387;  24487
4302204;RS;4;   2225;   2170
2923308;BA;2;   2417;   2220
2111003;MA;2;   5063;   1990
4201406;SC;4;  19773;  11493
2104081;NA;2;   1881;    809
4204103;SC;4;   1417;    716
1501105;PA;1;   3711;   1475
2929701;BA;2;   5156;   4440
2706109;AL;2;   2951;   1111
4306403;RS;4;   9403;   9062
2925709;BA;2;   3792;   1442
3503307;SP;3;  36333;  35309
3528007;SP;3;   4649;   4472
2111722;MA;2;   2497;   1936
3132404;MG;3;  27917;  26138
2104099;NA;2;   3880;   1555
2503753;PB;2;    824;    316
5211909;GO;5;  27661;  22989
1501907;NA;1;   5855;   2317
3133758;MG;3;   4768;   4642
4214003;SC;4;   4637;   3347
3554805;SP;3;  10632;   9865
4321329;RS;4;    914;    736
5212204;GO;5;   6425;   4936
4301651;RS;4;   1849;   1442
4310579;RS;4;    716;    333
3527108;SP;3;  22858;  22375
4106456;PR;4;   2055;    761
1200393;NA;1;   1702;    655
3102704;MG;3;   2551;    952
1715705;TO;1;   1356;    506
3142304;MG;3;   1479;    579
2400406;RN;2;    792;    679
4216008;SC;4;   3241;   2328
4311775;RS;4;   2322;   1016
5207907;GO;5;   3152;   1174
1502772;PA;1;   5228;   1939
4209177;SC;4;    673;    304
2104073;NA;2;   1987;    779
2900108;NA;2;   2574;   2357
1502905;NA;1;   8503;   7370
4309050;RS;4;   2390;   1140
2801900;SE;2;   1168;   1069
2901403;BA;2;   3792;   1430
2600609;PE;2;   4107;   1537
3147956;MG;3;   1521;   1346
2310852;CE;2;   5341;   1989
2930808;BA;2;   4175;   3616
4309803;RS;4;   1647;   1252
2306256;CE;2;   9297;   8452
2928208;BA;2;   6956;   6441
5107040;MT;5;  15771;  11278
2302305;CE;2;   8022;   3088
3518404;SP;3;  34183;  32519
4316956;RS;4;   2033;    987
2207603;PI;2;   2468;    959
4209508;SC;4;   1899;   1099
4306353;RS;4;    992;    963
2703304;AL;2;   4409;   1762
4207502;SC;4;  17360;  15783
2202133;PI;2;   1608;    614
3550605;SP;3;  23754;  17242
4315552;RS;4;   1170;    452
4217907;SC;4;   2820;   1728
2205573;NA;2;   1661;    667
4208401;SC;4;   4920;   3843
3104452;MG;3;   1299;    495
3505500;SP;3;  36142;  34679
1501709;PA;1;  26222;   9843
2205706;PI;2;   7060;   2728
3302908;RJ;3;   8324;   4665
3546603;SP;3;   9987;   9466
2205250;PI;2;   1234;   1061
2105104;MA;2;   5776;   2390
4303558;RS;4;    835;    793
2804458;SE;2;   2592;   2325
4306809;RS;4;   7075;   6577
3530805;SP;3;  27038;  25433
2707800;NA;2;   1652;   1394
3203163;ES;3;   3550;   1359
2614808;PE;2;   5690;   2235
4122008;PR;4;   4176;   2104
2919801;BA;2;  12102;  10723
2104602;MA;2;   4096;   3602
1400704;RR;1;   1444;    635
2102606;MA;2;   4176;   1645
2402204;RN;2;   7684;   6810
4207106;SC;4;   3822;   2130
2700904;AL;2;   1809;    725
3164506;MG;3;   2920;   1112
4211405;SC;4;   1336;   1144
4305009;RS;4;   3176;   2971
2110708;MA;2;   8864;   7707
5106190;MT;5;   1112;    662
2205557;PI;2;   1958;    761
1303700;NA;1;   3992;   1760
3302601;RJ;3;  11788;   6746
3507605;SP;3;  44752;  39368
2112704;MA;2;  11096;   4585
2306553;CE;2;   8880;   3498
2200277;PI;2;   1488;   1331
4211504;SC;4;   3831;   2307
4208500;SC;4;   6830;   4151
2804300;SE;2;   2079;   1889
3170701;MG;3;  37546;  36218
2202729;NA;2;   1555;    629
3112109;MG;3;   1587;    604
4205159;SC;4;   1150;    559
2706208;AL;2;   1272;   1043
4207700;SC;4;   2234;   1378
3555000;SP;3;  20822;  19748
4305835;RS;4;    534;    242
4319372;RS;4;    946;    899
2209500;PI;2;   1126;    975
2407500;NA;2;   2595;   2373
2406007;RN;2;   1807;   1656
1600204;AP;1;   2246;    867
2105351;NA;2;   3280;   2515
3304201;RJ;3;  38744;  37321
5107925;MT;5;  19887;  17398
4107124;PR;4;   1070;    409
2304350;CE;2;   6157;   5607
3528502;SP;3;  23211;  16412
5102793;MT;5;   3399;   1324
2605301;PE;2;   8180;   3207
2200608;PI;2;   2076;   1958
2105609;MA;2;   3913;   3338
2312502;NA;2;   2578;   2467
3502101;SP;3;  18080;  16960
2612455;PE;2;   3607;   1447
2706703;AL;2;  16362;  15257
2203255;NA;2;   1102;    913
3143153;MG;3;   1223;    491
2701308;AL;2;   4849;   4132
5004908;NA;5;   2132;    881
1703891;TO;1;    938;    811
4212270;SC;4;   1237;    493
1303601;NA;1;   2606;   1153
2501807;PB;2;  27934;  26607
1703826;NA;1;    560;    487
3505906;SP;3;  17740;  17028
2414001;RN;2;   3906;   3468
4123857;PR;4;   3320;   1279
2708600;AL;2;  14022;  13187
2313252;CE;2;   2488;    998
4305371;RS;4;    929;    427
4311270;NA;4;    557;    485
4320909;RS;4;   6522;   5967
2902500;BA;2;   3822;   3295
2615003;PE;2;   7383;   2909
1504422;PA;1;  27357;  10604
3521309;SP;3;   4379;   4176
3526902;SP;3;  84441;  81098
1200500;AC;1;   9313;   3597
4119152;PR;4;  35577;  35281
3545803;SP;3;  54916;  54389
3145307;MG;3;   7944;   3111
3545209;SP;3;  31868;  31146
2929057;BA;2;   3683;   3426
2907608;BA;2;   4938;   4232
2930600;BA;2;   4044;   3560
2106300;MA;2;   4044;   3270
2706505;AL;2;   3728;   1536
4202081;SC;4;    899;    383
2919926;BA;2;   5172;   5156
4314498;RS;4;   1432;    700
2413102;RN;2;   1544;   1286
4310363;RS;4;   1064;    854
2702900;AL;2;   8981;   3775
1708304;TO;1;   1526;    593
3171154;MG;3;   1455;    566
2411007;RN;2;   1245;   1097
4103958;PR;4;   1167;    454
2403202;RN;2;   1771;   1572
2509156;PB;2;   1754;   1582
4312609;RS;4;   1682;   1609
4316600;RS;4;   5330;   4567
1707207;TO;1;   2275;    911
2705606;AL;2;   3226;   1292
3128204;MG;3;   2936;   1150
2204402;PI;2;   2551;   1002
2109700;MA;2;   1369;    550
2904050;BA;2;   3959;   3432
4119905;PR;4;  94849;  92299
2923209;BA;2;   6120;   5148
1200179;AC;1;   2353;    919
3111705;MG;3;   1445;    581
3554508;SP;3;  11491;  10560
2505204;PB;2;   1898;   1675
3104007;MG;3;  29287;  28318
3301801;RJ;3;   4394;   1855
3511508;SP;3;  12192;  11563
2204154;PI;2;    786;    310
5220405;GO;5;   5526;   5360
2111953;MA;2;   1212;   1027
5108352;NA;5;    961;    395
2801108;SE;2;   1044;    906
2106706;MA;2;   4897;   2124
4300208;RS;4;   2456;   2076
1508084;PA;1;   9450;   3962
3531209;SP;3;   2347;   1555
2504850;PB;2;    588;    534
2901155;BA;2;   4325;   3468
3138203;MG;3;  28978;  27520
3162401;MG;3;   6595;   5756
2918357;BA;2;   6233;   5537
3149804;MG;3;   4424;   2885
2209203;PI;2;   1529;    629
3547502;SP;3;   8765;   7986
3534708;SP;3;  32795;  31941
4311106;RS;4;   3992;   2254
4307609;RS;4;  13917;   8961
2202539;NA;2;   1453;    639
3160207;NA;3;   1075;    439
3551603;SP;3;   8676;   6857
2201051;PI;2;   1888;   1413
2305654;NA;2;   3489;   2790
2410702;RN;2;    911;    774
2409100;RN;2;   3053;   2664
4305207;RS;4;   4428;   4295
4300570;NA;4;    999;    585
3137007;MG;3;   4266;   1747
4215802;SC;4;  23815;  22295
4312757;RS;4;    981;    833
2615805;PE;2;   6154;   2670
2806909;SE;2;   1018;    892
2929354;BA;2;   1711;   1469
2901908;BA;2;   5172;   4212
2916856;BA;2;   4172;   3564
3539400;SP;3;   3695;   2942
3516200;SP;3;  97741;  95960
4118451;PR;4;   1548;   1530
2401404;RN;2;   2171;   1971
2611200;PE;2;   3368;   1383
3506102;SP;3;  23709;  22748
4109658;PR;4;   1757;    715
2404606;RN;2;   3349;   1404
3103702;MG;3;   2371;    941
2108603;MA;2;  19494;   7788
2930774;BA;2;   6088;   5605
2609808;PE;2;   3386;   2835
2906105;BA;2;   2555;   2120
4207650;SC;4;   2617;   1606
2918456;BA;2;   3004;   1293
3125002;NA;3;   1085;   1033
2409605;RN;2;    662;    275
2413003;RN;2;   1811;   1655
2930154;NA;2;   8272;   6821
2912103;BA;2;   7549;   6956
1200427;AC;1;   3131;   1351
2209856;PI;2;   1376;   1160
2300507;CE;2;   2852;   1164
3115474;MG;3;   1486;   1296
3533403;SP;3;  15815;  15453
2206654;NA;2;    982;    447
4200754;SC;4;    678;    384
2210201;PI;2;   1930;   1701
4209300;SC;4;  49302;  47443
2601300;PE;2;   3353;   2894
3171501;MG;3;    990;    890
2201804;PI;2;   1383;   1295
2204659;PI;2;   2200;   1835
3123304;MG;3;   1366;    546
4206306;SC;4;   5603;   3475
3502903;SP;3;   8568;   5498
3157336;MG;3;   2520;   2491
2911857;BA;2;   3829;   3254
2707404;AL;2;   2227;    918
3555109;SP;3;   4565;   3978
2923100;BA;2;   7133;   5876
3138658;MG;3;   2330;   2105
2106508;MA;2;   5576;   2262
2408805;RN;2;   1215;   1028
3202256;NA;3;   3356;   1433
2513356;NA;2;    922;    389
2612109;PE;2;   2278;    971
2612307;PE;2;   4494;   1832
1714302;TO;1;   1223;   1096
2603306;PE;2;   3119;   1307
2304954;CE;2;   6398;   5404
1702901;NA;1;   2452;   2237
3157252;MG;3;   2359;    945
2406403;RN;2;    744;    650
2305902;CE;2;  10946;   9116
2924678;BA;2;   2633;   1088
4115804;PR;4;  13401;  12050
4200408;SC;4;   2123;   1131
4322004;RS;4;   8619;   4423
4117909;PR;4;   9257;   8591
3158508;NA;3;   2520;   1014
2607000;NA;2;   4161;   1812
2908903;BA;2;   6225;   2548
1200138;AC;1;   2330;    935
4318622;RS;4;   1095;    469
5107909;MT;5;  34020;  23720
2412500;RN;2;   6204;   5479
2104503;MA;2;   2577;   2175
2410306;RN;2;   2308;   1961
4217550;SC;4;    983;    732
5105259;MT;5;  13769;  12567
2211407;PI;2;   1380;   1178
2600203;PE;2;   4730;   1972
3537107;SP;3;  12730;  12337
4313466;NA;4;    575;    556
3517406;SP;3;  11981;  11522
3514403;SP;3;  14256;  13635
1500909;PA;1;   8857;   4059
2508505;PB;2;   2043;    871
3122306;MG;3;  66608;  63850
5100359;MT;5;   1467;    591
4314407;RS;4; 113951; 107225
2112308;MA;2;  10433;   8590
2615102;PE;2;   1842;    773
4103222;PR;4;   1026;    486
2930204;NA;2;   9171;   7603
3170008;MG;3;   2997;   2554
3118601;MG;3; 184839; 183556
4321451;RS;4;   9299;   8886
2922755;BA;2;   2022;    821
3543204;SP;3;   1409;    979
2102903;MA;2;   5060;   2138
4310538;RS;4;   1662;   1167
2904001;BA;2;   3392;   2915
1505205;PA;1;   5469;   2431
1200401;AC;1;  94216;  49913
2203008;PI;2;   2013;    869
1302801;NA;1;   2793;   1363
2914604;BA;2;  19622;  19252
2804508;SE;2;   9226;   8289
4116950;PR;4;   1593;    804
2407005;RN;2;   2600;   2165
3163706;MG;3;  13667;  13460
2705200;AL;2;   3877;   3302
4218855;NA;4;    882;    430
4212106;SC;4;   5253;   3842
3503901;SP;3;  21436;  19935
4312401;RS;4;  19940;  15963
2403251;RN;2;  60329;  58347
4303400;RS;4;   1621;    871
2201988;PI;2;   1152;    492
3552809;SP;3;  72314;  72044
2109908;MA;2;  20262;  19196
3133808;MG;3;  26669;  25738
5222302;GO;5;   1482;    605
2204600;PI;2;   1079;    872
2505709;PB;2;   2956;   1276
2603603;PE;2;   2264;   1971
2102101;MA;2;   7934;   3461
1304062;AM;1;  10014;   4084
2103802;MA;2;   6204;   5441
2500601;PB;2;   5017;   4183
4317251;NA;4;    568;    467
4205902;SC;4;  17961;  15378
3150802;MG;3;   4580;   1875
2207959;PI;2;   1136;    495
2206001;PI;2;   1258;   1109
5106216;MT;5;   3891;   1795
2706802;AL;2;   4649;   3834
1503754;PA;1;   2291;    942
4210506;SC;4;   7284;   6435
3541000;SP;3;  83445;  82450
3129806;MG;3;  46239;  45617
2205607;PI;2;   1575;   1340
4310306;RS;4;   1277;    906
3200300;ES;3;   4580;   2232
2203404;PI;2;   1922;   1703
4118402;PR;4;  26317;  25052
4304705;RS;4;  20161;  18571
3112059;MG;3;   1187;    486
2506301;PB;2;  16252;  15514
2702405;AL;2;  13185;  11919
4127700;PR;4;  39003;  36462
2102408;MA;2;   2590;   1245
3530607;SP;3; 116418; 104476
4113254;PR;4;   1713;    705
4311734;NA;4;   1013;    428
3204609;ES;3;   6914;   3674
3525003;SP;3;  32536;  32330
4320503;RS;4;   2168;   1389
1720309;TO;1;   1079;    844
3141009;MG;3;   3987;   3636
4308409;RS;4;   2349;   1091
2905404;BA;2;   4724;   4262
4322855;RS;4;    622;    541
2111763;MA;2;   4526;   3912
2804904;SE;2;   3529;   1566
4107546;PR;4;   1388;    576
4107850;PR;4;   1438;    651
5215306;GO;5;   4867;   2566
3205150;ES;3;   2800;   1182
1200609;AC;1;   7492;   3162
3139250;NA;3;   1979;   1700
2309508;CE;2;   6551;   5767
2103752;MA;2;   3318;   2836
3155207;MG;3;   1830;    760
2107902;NA;2;   4568;   3688
2512606;NA;2;    430;    180
2805307;SE;2;   2218;   1886
2404903;RN;2;   1672;   1488
4300554;RS;4;    623;    588
2306801;CE;2;   2814;   2459
4306106;RS;4;  21283;  19987
2205599;NA;2;   1461;   1137
2611533;PE;2;   1804;    784
2806404;SE;2;   1852;   1534
2513505;PB;2;   1410;    654
5108055;MT;5;   3572;   1642
3551009;SP;3; 101697; 100861
1507466;PA;1;   1350;   1072
2706000;AL;2;   2898;   1290
4128104;PR;4;  33552;  31255
4308102;RS;4;   4175;   3346
4315206;RS;4;   1328;    837
3171204;MG;3;  29790;  29455
3546306;SP;3;   9100;   8831
2703908;AL;2;   1124;    469
3170909;MG;3;   4842;   4025
5002902;MS;5;   7217;   6522
2918209;BA;2;   3985;   1687
3129657;MG;3;   1658;   1349
2103406;MA;2;  11112;   9131
2927903;BA;2;   3226;   2786
3549409;SP;3;  14423;  14117
4204178;SC;4;   1100;    460
2705903;AL;2;   1299;    621
3526803;SP;3;  18153;  17672
3202900;NA;3;   3373;   1618
4217402;SC;4;   4673;   3222
4102109;PR;4;   8123;   7455
3167202;MG;3;  63111;  61571
5220157;GO;5;   1501;    632
4105904;PR;4;   7373;   7071
3156007;MG;3;   3773;   1593
2904753;NA;2;   4588;   2108
2102556;NA;2;   3518;   3218
4101507;PR;4;  33148;  31606
1505403;PA;1;   4110;   1724
2703601;AL;2;   1993;    844
2202778;PI;2;   2006;   1737
3524402;SP;3;  64200;  61726
1716109;TO;1;  13410;  11649
2112605;MA;2;   5237;   2386
2410009;RN;2;    960;    817
2313559;CE;2;   3819;   2960
4322558;RS;4;    635;    625
2507606;PB;2;   2187;   1797
2412005;RN;2;  24451;  22487
2414704;RN;2;   1546;   1349
3203346;ES;3;   4542;   2353
4212908;SC;4;   5106;   4060
1718659;TO;1;    453;    379
4317202;RS;4;  23356;  21754
3538600;SP;3;   7826;   5951
3504503;SP;3;  26241;  24679
4303905;RS;4;  19996;  14782
3303401;RJ;3;  63530;  47994
4204707;SC;4;   3579;   2316
3106408;MG;3;   2471;   1103
2708105;NA;2;   2809;   1276
2406502;RN;2;   3682;   3020
3171303;MG;3;  22727;  20605
4208807;SC;4;   5770;   3081
3508504;SP;3;  24834;  23088
3513405;SP;3;  23121;  22572
2614006;PE;2;   4415;   1913
1304104;NA;1;   3894;   1761
4203105;SC;4;   1891;   1146
5106299;MT;5;   3214;   1445
1400050;RR;1;   3700;   1669
2407302;RN;2;   2393;   2067
2805703;SE;2;   8064;   7532
5205406;GO;5;   6838;   6305
1100155;RO;1;  11652;   5408
2310209;CE;2;   8699;   3637
1303007;NA;1;   3784;   1731
3545605;SP;3;   4610;   4308
2514800;PB;2;   1257;    547
2314102;CE;2;  13562;   6062
3518800;SP;3; 360540; 351885
3152501;MG;3;  40378;  36650
1303502;NA;1;   3049;   1347
2930758;NA;2;   2958;   2016
2105476;NA;2;   3638;   2439
2205854;NA;2;   1827;   1314
3150901;MG;3;   1609;    712
2607752;PE;2;   6464;   5668
1100288;RO;1;  15790;   7862
3556354;SP;3;   2774;   1315
2501906;PB;2;   5150;   4330
4301008;RS;4;   6240;   5828
3537305;SP;3;  18907;  17996
2607307;PE;2;   7217;   3150
3547601;SP;3;   7399;   7127
2401701;RN;2;   2666;   2333
2602001;PE;2;   8913;   3887
3145877;MG;3;   2200;    956
2404853;NA;2;   1881;   1658
4315156;RS;4;   2011;   1014
2206753;NA;2;   1231;    529
3305604;RJ;3;   6713;   2899
2406205;RN;2;   1683;   1466
4118006;PR;4;   3733;   3416
3523107;SP;3;  89670;  86702
3538006;SP;3;  43007;  41304
2911006;BA;2;   3030;   2499
4104303;PR;4;  28185;  26680
2107407;MA;2;   4856;   2107
2100436;MA;2;   5849;   4383
2502052;NA;2;    799;    357
2510006;PB;2;   2110;    941
3205069;ES;3;   6326;   3640
3552403;SP;3;  73472;  71629
3129103;MG;3;   2166;   1025
2300903;CE;2;   3889;   3150
3102407;MG;3;    966;    420
5002951;MS;5;   6117;   5081
1300029;AM;1;   2481;   1184
3507001;SP;3;  14739;  12927
4108403;PR;4;  25704;  22473
1507201;NA;1;   6404;   2954
4314555;RS;4;    962;    929
3540754;NA;3;   4645;   4452
4315602;RS;4;  66606;  62335
2611002;PE;2;   8572;   7697
3516309;SP;3;  43941;  42087
3530508;SP;3;  20293;  18472
1504901;PA;1;   7028;   3102
3552106;SP;3;  12139;   7352
4314076;RS;4;   2078;   1133
3520004;SP;3;   6861;   6813
2307106;CE;2;   6828;   2984
4320404;RS;4;   4541;   4048
3532405;SP;3;   5195;   2366
3202553;NA;3;   2693;   1136
2400802;RN;2;   3252;   2920
2931301;BA;2;   3999;   3502
2202109;PI;2;   1641;    742
3133907;MG;3;   1650;    697
4106407;PR;4;  15132;  14402
3158805;MG;3;   1503;   1447
4128658;PR;4;   1224;    627
3169059;NA;3;   1263;    558
2107209;MA;2;   2540;   1272
2922805;BA;2;   2096;   1604
5218805;GO;5;  55487;  45852
2511608;PB;2;   1716;    744
2200459;PI;2;   1293;   1015
4217006;SC;4;   3360;   2677
2901601;BA;2;   4624;   3916
4207577;SC;4;    887;    667
2112902;MA;2;   7547;   6137
2605608;PE;2;   6723;   2991
2704906;AL;2;   1038;    460
2515401;PB;2;   2622;   1181
5008305;MS;5;  31959;  29301
2110104;MA;2;   6356;   3052
4311239;RS;4;    854;    419
3524808;SP;3;  16279;  15221
4202875;SC;4;    895;    385
2916609;BA;2;   2752;   2206
1502707;PA;1;  12853;   5470
2925253;BA;2;   4501;   3632
3531308;SP;3;  14947;  14100
4306924;RS;4;    433;    425
2706901;AL;2;   8821;   7576
2103208;MA;2;  17647;   7747
2301257;NA;2;   3071;   2398
4321808;RS;4;   8308;   7344
4202800;SC;4;   8887;   6032
3541505;SP;3;  12402;  11771
3150539;MG;3;   1301;   1164
2111102;MA;2;   7013;   6357
2103901;MA;2;   2386;   1166
2933208;BA;2;  11749;  10860
3502507;NA;3;  10343;  10154
3506508;SP;3;  35632;  34301
3145059;MG;3;   2023;   1765
2922656;BA;2;   3320;   1553
3540705;SP;3;  15865;  15484
2402907;RN;2;   1273;   1049
2200251;PI;2;   2277;   1030
2311231;CE;2;   1705;    756
2313757;CE;2;   4769;   3663
2111789;NA;2;   2736;   1601
3513801;SP;3; 117344; 116672
2607406;PE;2;   1142;    967
3515707;SP;3;  48383;  47594
3513108;SP;3;   9216;   8961
2100105;MA;2;   1303;    657
3529401;SP;3; 125348; 124482
4323754;RS;4;   1189;   1144
1400407;RR;1;   1702;    785
4304630;RS;4;  13644;  12215
4205431;SC;4;    753;    438
2108306;MA;2;   7883;   3623
2508406;PB;2;    725;    329
4108304;PR;4;  79138;  75731
2515104;PB;2;   3125;   1364
2926608;BA;2;  13834;  12180
2109239;NA;2;   1473;   1130
2607653;PE;2;   9457;   7881
3204658;ES;3;   2531;   1176
3530706;SP;3;  41775;  40267
2504157;PB;2;   1947;    945
3154606;MG;3;  85135;  81536
1600303;AP;1;  94442;  51155
2807501;SE;2;   3553;   1634
2103604;NA;2;  15929;  12760
4219002;SC;4;   6449;   5177
2929255;BA;2;   5121;   4208
1100346;RO;1;   5011;   2208
4310439;RS;4;   1990;   1381
5213103;GO;5;  15933;  14471
3101003;MG;3;   3469;   3016
1503002;PA;1;   1710;   1276
5102678;MT;5;   9432;   7379
4317806;RS;4;   4791;   4354
3525706;SP;3;  10317;   9319
3540002;SP;3;   6363;   6004
2925402;BA;2;   2808;   2480
4215653;SC;4;   2666;   1333
2412302;RN;2;   3449;   2887
4200556;SC;4;    724;    423
2110609;MA;2;   6270;   2919
2703403;AL;2;   1383;   1119
1506005;PA;1;   6150;   2923
3509007;SP;3;  25411;  24499
1707405;TO;1;   2252;   1662
4303806;RS;4;   1882;   1675
4208005;SC;4;   2095;   1445
4201950;NA;4;   3320;   3012
4314753;RS;4;    690;    657
3531704;SP;3;   1335;    642
4312252;RS;4;   2470;   2374
3512407;SP;3;   6413;   5833
4310108;RS;4;  10594;   7494
3509700;SP;3;  14299;  12789
4312385;RS;4;    826;    736
2111078;MA;2;   4260;   3075
2912400;BA;2;   4918;   4215
5107602;MT;5;  61398;  57720
4308508;RS;4;   9521;   8443
3145901;MG;3;  10380;   9295
5107776;NA;5;   2039;    876
3543303;SP;3;  33844;  32209
2503001;PB;2;   5443;   4531
2704708;AL;2;  12163;  11375
2103158;NA;2;   2593;   1229
2933505;BA;2;   6021;   2655
3521408;NA;3;   5941;   5819
3125952;NA;3;   3111;   1346
3507803;SP;3;   6385;   6171
3547205;SP;3;    594;    434
4215307;SC;4;   2288;   1427
2102358;NA;2;   3775;   3042
3551504;SP;3;  11176;  11066
